Id,Category
975281587469332485,positive
975281588052348928,positive
975281628833398785,positive
975281646315491328,positive
975281652829048832,positive
975281662140518400,positive
975281669019234304,positive
975281678158647296,positive
975281701327908865,neutral
975281788120477699,positive
975281824019730432,positive
975281906752335873,positive
975281912129269761,positive
975281917699399684,positive
975281919402311682,neutral
975281994702643200,neutral
975282077947088896,neutral
975282081390583808,positive
975282119336394753,positive
975282166769836032,neutral
975282175259136000,positive
975282187745595392,positive
975282206083047425,positive
975282226354155520,positive
975282248063832064,positive
975282270805348352,positive
975282282452762625,neutral
975282291806294016,positive
975282305362116609,neutral
975282362723401728,neutral
975282373385490432,positive
975282416288960512,positive
975282446676774913,positive
975282476695171072,positive
975282489047609346,neutral
975282508962189312,neutral
975282541602136064,positive
975282564058492929,neutral
975282614444724224,neutral
975282653913006081,positive
975282689443094528,neutral
975282692362301440,neutral
975282695067656192,positive
975282702105677825,positive
975282733881741312,positive
975282732929572864,neutral
975282743620833280,positive
975282760175714304,neutral
975282760959979520,positive
975282765099864064,positive
975282769424146432,positive
975282794090856449,positive
975282821039206400,positive
975282890287165441,positive
975282937485840385,neutral
975282967093288960,positive
975283045363322880,positive
975283049977077760,positive
975283054435422208,positive
975283063482613760,positive
975283144512294913,positive
975283174015209472,positive
975283189278236672,positive
975283211419840512,positive
975283265820151808,neutral
975283289157197824,positive
975283323483369472,positive
975283336917774336,neutral
975283345545400320,positive
975283355305566209,neutral
975283380429512704,positive
975283402143420416,positive
975283455549411328,neutral
975283478647463936,positive
975283490903162881,negative
975283522578468864,neutral
975283537015271424,positive
975283638140096512,positive
975283646578835456,positive
975283683182632960,positive
975283684973592577,positive
975283690572955648,neutral
975283690791038977,neutral
975283703877439489,positive
975283714572869632,neutral
975283718599274496,neutral
975283720793022464,neutral
975283723376709633,neutral
975283761293287424,positive
975283763230879745,positive
975283784714194944,positive
975283804993720320,positive
975283826317582336,positive
975283859817246721,positive
975283867581140993,positive
975283872601489408,positive
975283877932609536,positive
975283925835702278,neutral
975283942608834562,positive
975283969427062785,positive
975283992462266368,neutral
975283992877350912,positive
975284000070782978,positive
975284040092790784,positive
975284053334163456,neutral
975284130089848832,neutral
975284178127413249,positive
975284215783727104,positive
975284223899824128,positive
975284274424401920,positive
975284294766665728,neutral
975284314953875457,positive
975284358218174464,neutral
975284368871739392,positive
975284369232465920,positive
975284418381217792,positive
975284426400784384,positive
975284433862496257,neutral
975284443979141120,positive
975284447384813569,positive
975284455542726657,positive
975284468515835904,positive
975284493933252608,neutral
975284495967490048,neutral
975284510957776897,neutral
975284521351364608,positive
975284535511404544,positive
975284555501461504,positive
975284557904826368,positive
975284561641799680,neutral
975284576464654336,positive
975284626649505793,positive
975284656038756353,positive
975284667145441280,positive
975284673088692226,positive
975284710845722625,positive
975284723831492608,positive
975284742965874693,neutral
975284742839926786,positive
975284788868329472,neutral
975284800822087680,positive
975284841116831744,positive
975284865498193920,neutral
975284865884028928,neutral
975284872506900480,positive
975284922687610881,positive
975284942677536768,positive
975284965922320384,neutral
975284978421465088,positive
975285013506920448,neutral
975285044871774210,neutral
975285059828645888,positive
975285078325592064,positive
975285109174820864,positive
975285121359245320,positive
975285129902833664,neutral
975285133346353152,positive
975285149515571201,positive
975285151851827200,neutral
975285157597982720,positive
975285163235127296,neutral
975285176162021376,positive
975285191777357824,positive
975285205471723520,neutral
975285213235503105,neutral
975285226166538240,positive
975285229119262720,positive
975285283188068352,positive
975285279614480385,neutral
975285290767011842,positive
975285301093523456,positive
975285327756775424,positive
975285327739981825,neutral
975285345733443584,positive
975285363487932416,positive
975285381179559938,positive
975285397604495360,positive
975285419267956737,positive
975285430831734785,positive
975285436695289856,positive
975285500784209920,positive
975285552231706624,neutral
975285581830918144,positive
975285620766539776,positive
975285635064975361,neutral
975285641276723200,positive
975285671018598401,neutral
975285675334316032,positive
975285710105100288,positive
975285722448986112,neutral
975285755869310976,neutral
975285809652871169,positive
975285814249836544,positive
975285833015050240,positive
975285846239731712,positive
975285846206107650,positive
975285870566678528,positive
975285878074609664,neutral
975285911486435328,positive
975285917752709121,positive
975285928792084480,positive
975285963038470144,neutral
975285989244518400,positive
975285998857936898,neutral
975286013957259264,neutral
975286024782872577,neutral
975286032307400704,positive
975286064893038593,positive
975286077543014400,positive
975286240323891201,positive
975286255461249024,positive
975286255322775552,neutral
975286289762316289,positive
975286356783058944,positive
975286367633600513,positive
975286379277111297,positive
975286409044156421,neutral
975286411887755266,positive
975286414538665984,positive
975286454728314880,neutral
975286462596943872,neutral
975286498990833664,neutral
975286514929340416,positive
975286516443426816,neutral
975286525456986112,positive
975286556679426048,positive
975286640607457280,positive
975286711004483585,neutral
975286715228319744,neutral
975286770995744768,positive
975286831850770437,positive
975286844689715200,neutral
975286922523398144,positive
975286979737763841,positive
975287029960445952,positive
975287069386989568,positive
975287280326897664,positive
975287280591147009,neutral
975287289592020992,positive
975287292821721088,neutral
975287293073379328,positive
975287315001237504,neutral
975287318968971264,neutral
975287321993121792,positive
975287322966220800,neutral
975287337377660928,positive
975287375696945152,positive
975287380860133377,positive
975287385314373632,positive
975287396035121152,positive
975287424652738560,neutral
975287444479315968,neutral
975287531796299776,positive
975287532798730240,neutral
975287541208403968,positive
975287596774404096,positive
975287605116874753,positive
975287706984042497,positive
975287708796014593,positive
975287709261582338,positive
975287704354095104,positive
975287718933508097,positive
975287720493826048,neutral
975287726550351872,neutral
975287731520602114,positive
975287733470969856,positive
975287738227245056,neutral
975287744871022594,positive
975287746326646784,positive
975287818074443776,neutral
975287843361820673,positive
975287851859529728,positive
975287861917429761,positive
975287881471348736,neutral
975287881991417856,positive
975287885522984960,positive
975287887615979520,positive
975287892070219776,positive
975287924920016896,positive
975287949330960384,positive
975288071951454208,positive
975288091421396993,neutral
975288110526468096,positive
975288111583383552,positive
975288121578459136,positive
975288130126348290,positive
975288133620133889,positive
975288153450958853,positive
975288153497010176,positive
975288171268227072,positive
975288180802023424,positive
975288202687864832,positive
975288243448053762,positive
975288248233877504,positive
975288263085879296,positive
975288264151224321,positive
975288278290137089,positive
975288281381433344,positive
975288282241216512,neutral
975288347777171456,neutral
975288349845086208,positive
975288366462881792,positive
975288395986493444,neutral
975288421039013889,neutral
975288427749949440,neutral
975288456187449345,positive
975288458653478912,negative
975288550961958912,neutral
975288568737386496,neutral
975288584973537282,positive
975288587649519616,positive
975288621409472513,neutral
975288624412614656,positive
975288672890351616,neutral
975288700916572161,positive
975288701621358592,positive
975288702942445568,positive
975288707065491457,neutral
975288718398431232,neutral
975288719073824768,positive
975288792260034560,neutral
975288812338335744,positive
975288899777024003,positive
975288943007686657,positive
975288950410457088,positive
975288965543555073,neutral
975288986024529920,negative
975289006341677056,neutral
975289012888862720,positive
975289044425953281,neutral
975289059785527296,positive
975289093494996993,neutral
975289102105968641,positive
975289115607384064,positive
975289217130496000,neutral
975289235304517633,neutral
975289279487164416,neutral
975289352522747904,positive
975289357627162624,neutral
975289364250071040,positive
975289385401790464,positive
975289412279029760,positive
975289420797661184,neutral
975289444143190016,neutral
975289460857409537,positive
975289470143442945,neutral
975289476648873984,neutral
975289533582401536,neutral
975289563584389121,positive
975289580541923328,positive
975289678633910272,neutral
975289776453640192,positive
975289858871656449,positive
975289900961447937,positive
975289952203411457,positive
975289959790804992,neutral
975289975204823040,positive
975290037570031618,positive
975290088295866368,positive
975290090607075328,neutral
975290104037236736,neutral
975290104364261377,positive
975290114036428800,neutral
975290134227771392,positive
975290141911724032,neutral
975290195452022784,positive
975290206113935360,neutral
975290214238294019,positive
975290215580528640,neutral
975290221464989697,positive
975290226443776000,neutral
975290228142493697,neutral
975290229329485829,neutral
975290230491185152,positive
975290250078584832,neutral
975290264729411584,positive
975290275001225216,positive
975290276150423553,positive
975290280512430080,neutral
975290294248919040,positive
975290305074421760,positive
975290304906526720,positive
975290322921107456,positive
975290345998069760,positive
975290402541637632,positive
975290441846403073,positive
975290451526864896,neutral
975290461546934272,positive
975290484905074690,positive
975290501527228417,neutral
975290520783040513,positive
975290562323599361,positive
975290566106693633,positive
975290591679410183,positive
975290627318517760,positive
975290628266369024,positive
975290630258622466,neutral
975290698705534976,neutral
975290727696486400,positive
975290751289647105,positive
975290755815272448,positive
975290808516726784,neutral
975290847204753408,positive
975290895724498945,positive
975290904352251904,positive
975290942352707584,positive
975290953731858432,positive
975290968617361408,positive
975290976838172672,positive
975291009524424704,positive
975291035218792448,positive
975291084564844544,neutral
975291106823999489,neutral
975291131989807105,neutral
975291131398418433,neutral
975291218870652928,positive
975291308133646336,positive
975291323153567745,positive
975291327083634688,positive
975291343109935104,positive
975291346201309184,neutral
975291350277959681,neutral
975291413880623114,neutral
975291444750565376,neutral
975291474509262848,positive
975291537339789312,positive
975291556826681344,positive
975291563982180352,positive
975291594130776065,positive
975291599881195520,positive
975291601806397440,positive
975291615781707776,neutral
975291661843447809,positive
975291724674281472,neutral
975291726700085248,positive
975291733360742400,positive
975291757498961921,positive
975291818802741248,positive
975291849626746881,positive
975291851279425536,neutral
975291897425035264,positive
975291899442429952,positive
975291908024025088,neutral
975291914403512320,neutral
975291918027407361,neutral
975291919059202048,positive
975291922397904896,positive
975291924394401793,positive
975291926969704448,positive
975291929293242368,neutral
975291931688288256,neutral
975291934628495360,neutral
975291935983247360,neutral
975291964831670273,positive
975291966161326080,positive
975291971311980544,positive
975291980245848064,positive
975291992329596928,positive
975292024088940544,neutral
975292043298684928,positive
975292074420404224,neutral
975292112634724352,neutral
975292132226342916,positive
975292146428338177,positive
975292181752709120,positive
975292189012930560,neutral
975292198911709184,positive
975292208893984768,neutral
975292254641369089,positive
975292277018054658,neutral
975292307519000576,positive
975292338510712832,neutral
975292387835744256,positive
975292417904664577,neutral
975292463488405504,positive
975292494693916672,positive
975292521214595072,positive
975292528428797952,neutral
975292535655550976,positive
975292559814672384,positive
975292597186060288,positive
975292606270857216,positive
975292619398918144,positive
975292641238687744,neutral
975292692795133952,neutral
975292853718052865,neutral
975292962409082880,positive
975293041023037440,positive
975293052817420288,neutral
975293057091489792,positive
975293106823233536,positive
975293110732324865,positive
975293112728932352,positive
975293131053727744,positive
975293146111160320,neutral
975293146690039809,neutral
975293158711025664,neutral
975293164776026112,positive
975293207050297344,neutral
975293307034198016,positive
975293334812946432,positive
975293356862509063,positive
975293363351011329,positive
975293397865938944,positive
975293424600526848,positive
975293425300967424,positive
975293432406175749,neutral
975293438454321153,positive
975293454786940928,neutral
975293497686204416,positive
975293499699441664,positive
975293502606147584,positive
975293523720155136,neutral
975293534654918656,positive
975293565193588737,positive
975293581358444544,positive
975293732269379586,positive
975293757875806209,positive
975293759872053248,positive
975293797969035264,positive
975293862280400896,positive
975293891510349824,neutral
975293902210002944,neutral
975293908686163969,neutral
975293921239605249,positive
975293924452519937,positive
975293946661306368,positive
975293983093116928,neutral
975293998553292800,neutral
975294007885615104,neutral
975294036163604480,positive
975294051829407744,positive
975294101963902976,neutral
975294105411518464,neutral
975294150185816064,neutral
975294150617829376,positive
975294161090957312,positive
975294164903620609,positive
975294203788894208,positive
975294220075438080,positive
975294243068678144,positive
975294257001988097,positive
975294270520381440,positive
975294368658657282,positive
975294371246600193,positive
975294389659537408,neutral
975294404612317185,positive
975294405761536000,positive
975294424241483776,positive
975294434668560384,positive
975294497222377472,neutral
975294498061168640,positive
975294498610675712,neutral
975294499940311040,neutral
975294502779830272,neutral
975294523067846656,neutral
975294526125477888,neutral
975294580173058048,neutral
975294588842725377,neutral
975294630286602240,neutral
975294667062480896,positive
975294675098759168,positive
975294675182551040,positive
975294704601452544,neutral
975294706845409280,neutral
975294724667006976,positive
975294732132904960,neutral
975294738327683072,positive
975294776714051584,neutral
975294836684328960,positive
975294855336341507,positive
975294866572939264,positive
975294880049254400,positive
975294936089223168,positive
975294949473140737,positive
975294959120257025,positive
975294963704528896,positive
975294984856440832,positive
975294999578411008,positive
975295006494748673,neutral
975295007321149441,neutral
975295031706714112,positive
975295060840468480,neutral
975295064581709825,neutral
975295090007699456,positive
975295090548789248,positive
975295116536672257,neutral
975295138489683970,neutral
975295171599458305,positive
975295201618034688,neutral
975295269247094784,positive
975295271902044161,positive
975295281448267776,positive
975295322984468480,positive
975295346107699200,neutral
975295356308160513,positive
975295364600418304,positive
975295369281179648,positive
975295391448084480,positive
975295411350106112,positive
975295447886712833,positive
975295455457431553,positive
975295502903402496,positive
975295546897379328,positive
975295597870833664,neutral
975295623439118336,neutral
975295643433521154,neutral
975295713365151744,positive
975295752023965696,positive
975295750266671104,positive
975295763210231808,neutral
975295771779182592,neutral
975295798488502272,positive
975295812874964992,positive
975295820978368519,positive
975295859075186688,neutral
975295878763352064,positive
975295883796348929,positive
975295907062341632,positive
975295907896766464,neutral
975295947361148928,positive
975295961265090560,neutral
975295970173845504,neutral
975295980575821825,positive
975295986938490880,neutral
975296013152894977,neutral
975296021042376705,positive
975296025509466112,neutral
975296035114242050,neutral
975296036024606720,neutral
975296082228817920,positive
975296090470789121,positive
975296093712887808,neutral
975296124939456512,neutral
975296175149649921,positive
975296182363635714,neutral
975296201288400896,positive
975296199073841152,neutral
975296206015381504,positive
975296210591346688,positive
975296240358494208,neutral
975296261422288896,neutral
975296262915461121,neutral
975296264404422656,neutral
975296265440305152,neutral
975296265763225600,neutral
975296278346125312,neutral
975296286973837312,neutral
975296309677776896,positive
975296314324824064,neutral
975296330171146241,positive
975296340421832705,neutral
975296414707105792,neutral
975296447301259266,positive
975296532437225472,neutral
975296539617669122,positive
975296565400059906,neutral
975296575428808704,neutral
975296577614090240,positive
975296602976919553,neutral
975296606911287297,positive
975296616050675712,positive
975296627362684928,positive
975296651639345154,positive
975296655334535169,positive
975296658077609984,neutral
975296664733978624,positive
975296677451059200,positive
975296688033320960,positive
975296697722011648,neutral
975296697961189376,positive
975296714385993728,neutral
975296719607939072,neutral
975296780383473664,positive
975296787257876481,neutral
975296804118921216,neutral
975296821567377408,neutral
975296821290450945,neutral
975296846796124160,positive
975296868031791104,positive
975296885761105921,neutral
975296898889269248,neutral
975296911128256513,neutral
975296913250619392,positive
975296926131273728,neutral
975296934561898496,positive
975296942635929601,positive
975296955046879233,positive
975296960105254913,positive
975296983501103105,positive
975296996989812737,positive
975297015138590720,neutral
975297053814292480,positive
975297078242021376,neutral
975297120843448321,neutral
975297124341514241,positive
975297156394336257,positive
975297169052729344,neutral
975297185335058432,neutral
975297214175219712,positive
975297234592980994,neutral
975297260249497600,neutral
975297264632578048,neutral
975297296228388864,neutral
975297382530285573,neutral
975297401362657280,neutral
975297429590470657,positive
975297433394601984,positive
975297451790802944,neutral
975297453179199488,neutral
975297488054661120,neutral
975297514223042561,neutral
975297523731505152,neutral
975297526134951937,neutral
975297542803083264,neutral
975297556140892167,neutral
975297595944898560,positive
975297616119586816,neutral
975297623178461185,neutral
975297623933374466,positive
975297638965882880,positive
975297661698965505,neutral
975297682641072133,positive
975297691780567040,positive
975297699686699008,neutral
975297748290363392,neutral
975297817399902208,neutral
975297819442647042,neutral
975297819933253632,neutral
975297853538041856,positive
975297861746417664,positive
975297918956593157,neutral
975297919241764864,neutral
975297929874255872,neutral
975297942482497537,positive
975297959435759617,positive
975297960408854528,neutral
975297974569000961,positive
975297984798666752,neutral
975297999138996225,neutral
975298024468615169,neutral
975298035310772224,neutral
975298070048059392,neutral
975298096673439744,positive
975298101333303297,neutral
975298105380876288,positive
975298119746408448,positive
975298182379917312,neutral
975298228290772994,positive
975298235052056577,positive
975298240160718848,positive
975298265380876289,positive
975298276495908866,positive
975298288478953474,neutral
975298334691921920,neutral
975298378425884672,neutral
975298389419216896,neutral
975298394263556096,positive
975298403490910208,positive
975298423913000961,positive
975298433144840192,neutral
975298433526349824,neutral
975298471849799680,neutral
975298475930935299,positive
975298479403749376,positive
975298484340338688,neutral
975298510022234112,neutral
975298518037430272,neutral
975298536454594560,neutral
975298555014533120,positive
975298596521299969,positive
975298618071633920,neutral
975298626187603969,neutral
975298658500595713,positive
975298663915360256,positive
975298696681279488,positive
975298713416617986,neutral
975298713613516801,neutral
975298720643342337,positive
975298736602558465,neutral
975298760489230336,positive
975298770366705664,positive
975298783842988032,positive
975298792374394880,positive
975298797889667072,neutral
975298804017651712,neutral
975298848720637952,positive
975298850847039488,neutral
975298902315249664,positive
975298918153183232,neutral
975298931864240128,neutral
975299005637734400,neutral
975299013044994049,positive
975299024168288256,positive
975299050743332864,neutral
975299061396811776,neutral
975299065490456576,positive
975299072905981952,positive
975299086818660353,positive
975299101779570689,neutral
975299103721705472,positive
975299105177075712,positive
975299111615283201,positive
975299112877752321,neutral
975299124391239681,positive
975299134952525824,positive
975299142346944513,positive
975299150370824193,neutral
975299169568088064,positive
975299189822377986,positive
975299205408309250,neutral
975299231757033472,positive
975299239608758273,positive
975299291613839360,neutral
975299296055742464,positive
975299309850603521,positive
975299312430276608,neutral
975299363164639232,positive
975299384207466498,positive
975299392172384256,positive
975299400493772800,neutral
975299420765016064,positive
975299457507123200,positive
975299504026062848,positive
975299508526571520,neutral
975299551119728641,neutral
975299555884486656,positive
975299555720941569,positive
975299571436974080,positive
975299577476669440,neutral
975299605318397952,neutral
975299649270616065,neutral
975299659630456832,positive
975299665556996096,neutral
975299681528856576,neutral
975299713317601280,positive
975299721827880962,positive
975299727829876737,positive
975299736109568000,positive
975299796620759041,positive
975299807702126593,positive
975299836990779392,positive
975299842082779138,positive
975299845027135488,positive
975299861070323712,neutral
975299889923088384,neutral
975299904766492674,neutral
975299909996855297,neutral
975299966053662720,neutral
975299981723680768,neutral
975300044374134784,positive
975300051386994689,positive
975300105682079744,neutral
975300144882057216,neutral
975300148808048640,neutral
975300165463547904,neutral
975300200376909824,neutral
975300202050588672,positive
975300202805395456,positive
975300280051957760,neutral
975300283260694528,positive
975300290814423040,neutral
975300299270377472,positive
975300310343102464,neutral
975300318060797953,neutral
975300325732159488,positive
975300332208111616,neutral
975300334368317440,neutral
975300353309765633,neutral
975300372246953986,neutral
975300389024227328,neutral
975300408179650561,neutral
975300413376417792,positive
975300421592940544,positive
975300423065243648,positive
975300440932876292,neutral
975300465939374080,positive
975300470888632321,neutral
975300498247925760,positive
975300502278766592,positive
975300562383245313,positive
975300566606807040,positive
975300575708332032,positive
975300577285386242,neutral
975300583698698241,neutral
975300588928884736,positive
975300592699666438,positive
